CALL#,TITLE,Title,Permanent Link,Title with Hyperlink,SUBJECT,INDEX/GUIDE,,,INDEX/GUIDE,SERIES
MFF284,Darby's Return: A Comic Sketch (W. Dunlap),Darby's Return: A Comic Sketch (W. Dunlap),http://library.tufts.edu:80/record=b1329247~S1,Darby's Return: A Comic Sketch (W. Dunlap),Arts/Humanities,,,,"A sequel to John O'Keeffe's Poor soldier.;"" As performed at the New-York theatre, November 24, 1789, for the benefit of Mr. Wignell. "";""Includes untitled songs without music."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Th","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF285,"False Shame, or, The American Orphan in Germany: A Comedy in Four Acts (W. Dunlap)","False Shame, or, The American Orphan in Germany: A Comedy in Four Acts (W. Dunlap)",http://library.tufts.edu:80/record=b1329250~S1,"False Shame, or, The American Orphan in Germany: A Comedy in Four Acts (W. Dunlap)",Arts/Humanities,,,,"Translation of: Falsche Schaam.;""Translation sometimes attributed to William Dunlap."";""Imperfect: p. 75-76 partially illegible."";""Hill, F.P. Amer. plays, 77"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF286,"Father of an Only Child, The: A Comedy (W. Dunlap) Pub. 1806","Father of an Only Child, The: A Comedy (W. Dunlap) Pub. 1806",http://library.tufts.edu:80/record=b1329243~S1,"Father of an Only Child, The: A Comedy (W. Dunlap) Pub. 1806",Arts/Humanities,,,,"Written by William Dunlap. Cf. Hill, F.P. Amer. plays, 79.;""Imperfect: title page wanting."";""Half title."";"" The father of an only child was first presented to the public under the title of The father, or, American Shandyism, in the year of 1788 --P. [3].","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF287,"Father of an Only Child, The: A Comedy (W. Dunlap) Pub. 1807","Father of an Only Child, The: A Comedy (W. Dunlap) Pub. 1807",http://library.tufts.edu:80/record=b1329239~S1,"Father of an Only Child, The: A Comedy (W. Dunlap) Pub. 1807",Arts/Humanities,,,,"As performed at the New-York theatre, with the original cast. ;"" First presented to the public under the title of The father, or, American Shandyism, in the year 1788 --P. [3]."";""Hill, F.P. Amer. plays, 79"";""Microfiche. [New Canaan, Conn.] : Readex, [19","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF288,"Father, The, or, American Shandy-ism: A Comedy  (W. Dunlap)","Father, The, or, American Shandy-ism: A Comedy  (W. Dunlap)",http://library.tufts.edu:80/record=b1329530~S1,"Father, The, or, American Shandy-ism: A Comedy  (W. Dunlap)",Arts/Humanities,,,,"Written by William Dunlap. Cf. Hill, F.P. Amer. plays, 78.;"" Written in the year 1788. "";"" As performed at the New-York theatre by the Old American Company. "";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF289,Fontainville Abbey: A Tragedy (W. Dunlap),Fontainville Abbey: A Tragedy (W. Dunlap),http://library.tufts.edu:80/record=b1329249~S1,Fontainville Abbey: A Tragedy (W. Dunlap),Arts/Humanities,,,,"Founded on Mrs. Radcliffe's Romance of the forest --P. [153].;"" As performed at the New-York theatre, with the original cast. "";""Hill, F.P. Amer. plays, 80"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF290,Fraternal Discord: A Drama in Five Acts (W. Dunlap),Fraternal Discord: A Drama in Five Acts (W. Dunlap),http://library.tufts.edu:80/record=b1330522~S1,Fraternal Discord: A Drama in Five Acts (W. Dunlap),Arts/Humanities,,,,"Performed with great applause in the New-York Theatre. ;"" This play was first performed on the 22d of October 1800... "";""Hill, F.P. Amer. plays, 89"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF291,"Glory of Columbia, The, Her Yeomanry: A Play in Five Acts [songs only] (W. Dunlap)","Glory of Columbia, The, Her Yeomanry: A Play in Five Acts [songs only] (W. Dunlap)",http://library.tufts.edu:80/record=b1330095~S1,"Glory of Columbia, The, Her Yeomanry: A Play in Five Acts [songs only] (W. Dunlap)",Arts/Humanities,,,,"The songs, duets, and chorusses, intended for the celebration of the Fourth of July, at the New-York theatre. ;""Based on Dunlap's play André."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and Am","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF292,"Glory of Columbia, The, Her Yeomanry: A Play in Five Acts (W. Dunlap)","Glory of Columbia, The, Her Yeomanry: A Play in Five Acts (W. Dunlap)",http://library.tufts.edu:80/record=b1330097~S1,"Glory of Columbia, The, Her Yeomanry: A Play in Five Acts (W. Dunlap)",Arts/Humanities,,,,"Acting copy.;"" With songs, duetts, etc. "";""Based on his André, which was unsuccessful many scenes taken from the earlier play with little or no alteration. Cf. Hill, F.P. Amer. plays, 82."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF293,"Good Neighbor, The: An Interlude in One Act (W. Dunlap)","Good Neighbor, The: An Interlude in One Act (W. Dunlap)",http://library.tufts.edu:80/record=b1329919~S1,"Good Neighbor, The: An Interlude in One Act (W. Dunlap)",Arts/Humanities,,,,"As performed at the New-York theatre. ;""Hill, F.P. Amer. plays, 83"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF294,"Italian Father, The: A Comedy in Five Acts (W. Dunlap)","Italian Father, The: A Comedy in Five Acts (W. Dunlap)",http://library.tufts.edu:80/record=b1329922~S1,"Italian Father, The: A Comedy in Five Acts (W. Dunlap)",Arts/Humanities,,,,"Based on: The honest whore / Dekker.;"" As performed at the New-York theatre. "";""Hill, F.P. Amer. plays, 84"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830,","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF295,Leicester (W. Dunlap),Leicester (W. Dunlap),http://library.tufts.edu:80/record=b1330092~S1,Leicester (W. Dunlap),Arts/Humanities,,,,"As performed at the New-York theatre with the original cast. ;""First produced under title: The fatal deception, or, The progress of guilt."";""First published in: The dramatic works of William Dunlap. Philadelphia : T. & G. Palmer, 1806. Vol. 1. Retains","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF296,Lovers Vows (W. Dunlap),Lovers Vows (W. Dunlap),http://library.tufts.edu:80/record=b1330081~S1,Lovers Vows (W. Dunlap),Arts/Humanities,,,,"Translation of: Das Kind der Liebe.;"" As performed at the New-York theatre. "";""Hill, F.P. Amer. plays, 86"";""Microfiche. [New Canaan, Conn.] : Readex. [1989]. 1 microfiche : negative. (Three centuries of English and American Plays, 1500-1830. 1714-1830, A","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF297,"Peter the Great, or The Russian Mother (W. Dunlap)","Peter the Great, or The Russian Mother (W. Dunlap)",http://library.tufts.edu:80/record=b1330093~S1,"Peter the Great, or The Russian Mother (W. Dunlap)",Arts/Humanities,,,,"Translation of: Die Strelizen.;"" As performed at the New-York theatre. "";""Hill, F.P. Amer. plays, 87"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, Americ","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF298,"Pizarro in Peru, or The Death of Rolla (W. Dunlap)","Pizarro in Peru, or The Death of Rolla (W. Dunlap)",http://library.tufts.edu:80/record=b1330085~S1,"Pizarro in Peru, or The Death of Rolla (W. Dunlap)",Arts/Humanities,,,,"Translation by William Dunlap of: Die Spanier in Peru / Kotzebue.;"" As first performed at the New-York theatre, March 26, 1800 --p. [8]"";""Includes indications for incidental music."";""Hill, F.P. Amer. plays, 88"";""Microfiche. [New Canaan, Conn.] : Readex,","German theatre   no. 3;""Three centuries of English and American plays, 1500-1830. 1714-1830, American."";""German theatre   no. 3."""
MFF299,"Ribbermont, or The Feudal Baron (W. Dunlap)","Ribbermont, or The Feudal Baron (W. Dunlap)",http://library.tufts.edu:80/record=b1329917~S1,"Ribbermont, or The Feudal Baron (W. Dunlap)",Arts/Humanities,,,,"As performed at the New-York Theatre. ;"" First played at John Street Theater, New York, October 31, 1796, as The mysterious monk --Hill, F.P. Amer. Plays, 89."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF300,"Rinaldo Rinaldini, or The Great Banditti (W. Dunlap)","Rinaldo Rinaldini, or The Great Banditti (W. Dunlap)",http://library.tufts.edu:80/record=b1329847~S1,"Rinaldo Rinaldini, or The Great Banditti (W. Dunlap)",Arts/Humanities,,,,"Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF301,Tell Truth and Shame the Devil (W. Dunlap) ,Tell Truth and Shame the Devil (W. Dunlap) ,http://library.tufts.edu:80/record=b1329857~S1,Tell Truth and Shame the Devil (W. Dunlap) ,Arts/Humanities,,,,"Adaptation by William Dunlap of: Jérome Pointu / M. de Beaunoir.;"" As performed by the Old American Company, New-York, January, 1797. "";""Hill, F.P. Amer. plays, 91"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centu","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF302,"Trip to Niagra, or Travellers in America (W. Dunlap)","Trip to Niagra, or Travellers in America (W. Dunlap)",http://library.tufts.edu:80/record=b1329861~S1,"Trip to Niagra, or Travellers in America (W. Dunlap)",Arts/Humanities,,,,"First played at Bowery Theater, New York, November 28, 1828 -- Hill, F.P. Amer. plays, 92.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF303,"Virgin of the Sun, The (W. Dunlap)","Virgin of the Sun, The (W. Dunlap)",http://library.tufts.edu:80/record=b1330179~S1,"Virgin of the Sun, The (W. Dunlap)",Arts/Humanities,,,,"William Dunlap's translation of Die Sonnenjungfrau.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","German theatre   no. 11;""Three centuries of English and American plays, 1500-1830. 1714-1830, American."";""German theatre   no. 11."""
MFF304,"Voice of Nature, The (W. Dunlap)","Voice of Nature, The (W. Dunlap)",http://library.tufts.edu:80/record=b1329852~S1,"Voice of Nature, The (W. Dunlap)",Arts/Humanities,,,,"From Le jugement de Salomon, by L.C. Caignez.;"" As performed at the New-York Theatre, from the prompt-book. "";"" First played at the Park Theater, New York, February 4, 1803. -- Hill, F.P. Amer. plays, 94."";""Microfiche. [New Canaan, Conn.] : Readex, [19","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF305,"Voice of Nature, The, 2nd ed. (W. Dunlap)","Voice of Nature, The, 2nd ed. (W. Dunlap)",http://library.tufts.edu:80/record=b1329855~S1,"Voice of Nature, The, 2nd ed. (W. Dunlap)",Arts/Humanities,,,,"From Le jugement de Salomon, by L.C. Caigniez.;"" As performed at the New-York Theatre, from the prompt-book. "";"" First played at the Park Theater, New York, February 4, 1803 -- Hill, F.P. Amer. plays, 94."";""Microfiche. [New Canaan, Conn.] : Readex, [19","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF306,"Wife of Two Husbands, The (W. Dunlap)","Wife of Two Husbands, The (W. Dunlap)",http://library.tufts.edu:80/record=b1330098~S1,"Wife of Two Husbands, The (W. Dunlap)",Arts/Humanities,,,,"Adaptation of: La femme à deux maris / Pixérécourt.;""Without the music."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF307,"Wife of Two Husbands, The, 2nd ed. (W. Dunlap)","Wife of Two Husbands, The, 2nd ed. (W. Dunlap)",http://library.tufts.edu:80/record=b1330100~S1,"Wife of Two Husbands, The, 2nd ed. (W. Dunlap)",Arts/Humanities,,,,"Adaptation of: La femme à deux maris / Pixérécourt.;"" As performed at the New-York theatre. "";""Without the music."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 17","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF308,"Wild-Goose Chace, The (W. Dunlap)","Wild-Goose Chace, The (W. Dunlap)",http://library.tufts.edu:80/record=b1330111~S1,"Wild-Goose Chace, The (W. Dunlap)",Arts/Humanities,,,,"Translation by William Dunlap of: Der Wildfang.;"" As first performed at the New-York theatre, January 24, 1800 --p. [8]"";""Without the music."";"" The life of Augustus von Kotzebue, written by himself: My literary life : p. [iii]-x."";""Hill, F.P. Amer. plays","German theatre   no. 1;""Three centuries of English and American plays, 1500-1830. 1714-1830, American."";""German theatre   no. 1."""
MFF309,"Yankee Chronology, or Huzza for the Constitution (W. Dunlap)","Yankee Chronology, or Huzza for the Constitution (W. Dunlap)",http://library.tufts.edu:80/record=b1330096~S1,"Yankee Chronology, or Huzza for the Constitution (W. Dunlap)",Arts/Humanities,,,,"Libretto only.;""Includes untitled songs to be sung."";"" Played at Park Theater, New York, September 12, 1812. Commemorates the fight between the 'Constitution' and the 'Guerrière' --Hill, F.P. Amer. plays, 97."";""Microfiche. [New Canaan, Conn.] : Readex,","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF310,"Blind Boy, The: A Melo-Drama in Two Acts (W. Dunlap)","Blind Boy, The: A Melo-Drama in Two Acts (W. Dunlap)",http://library.tufts.edu:80/record=b1332493~S1,"Blind Boy, The: A Melo-Drama in Two Acts (W. Dunlap)",Arts/Humanities,,,,"Authorship attributed by Hill to Dunlap also attributed variously to Hewetson and Kenney.;""Based on: L'illustre aveugle / M. Caigniez."";"" As performed at the Theatre-Royal, Covent Garden. "";"" Published in London, 1808. "";""Hill, F.P. Amer. plays, 74"";""Mi","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF311,"Alberto and Matilda, or, The Unfortunate Lovers: A Drama in Two Acts (N.W. Eaton)","Alberto and Matilda, or, The Unfortunate Lovers: A Drama in Two Acts (N.W. Eaton)",http://library.tufts.edu:80/record=b1330178~S1,"Alberto and Matilda, or, The Unfortunate Lovers: A Drama in Two Acts (N.W. Eaton)",Arts/Humanities,,,,"Prologue by Charles L. Adams and Epilogue by H.C. Delthorpe.;""Hill, F.P. Amer. plays, 98"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
