FileName,"Error","NameError","TemplateField.Name","DocumentField.Name","RegonitionTypeError","TemplateField.RecognitionFieldType","DocumentField.RecognitionFieldType","FormFieldGroupError","TemplateField.FormFieldGroup","DocumentField.FormFieldGroup","LabelAreaError","TemplateField.LabelArea","DocumentField.LabelArea","LabelTextError","TemplateField.LabelText","DocumentField.LabelText","DataAreaError","TemplateField.DataArea","DocumentField.DataArea","DataTextError","TemplateField.DataText","DocumentField.DataText","DocumentField.Validation"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711769-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~06_03_2011~$70.37~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=311,Y=745,Width=244,Height=38}","{X=0,Y=0,Width=0,Height=0}","","Customer Order No","","","{X=357,Y=787,Width=276,Height=37}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11940084","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711769-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~06_03_2011~$70.37~_001.tif","Error template/document field mis-matched","ERROR","Total Due","Invoice Number","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2242,Y=2350,Width=203,Height=48}","{X=2266,Y=2357,Width=169,Height=20}","DIFF","Invoice Amount","invoice Amount","DIFF","{X=2925,Y=2335,Width=105,Height=58}","{X=2942,Y=2350,Width=79,Height=30}","DIFF","~70.37","~70.3'","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711817-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~06_07_2011~$221.35~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1693,Y=178,Width=169,Height=20}","{X=1693,Y=178,Width=169,Height=20}","","INVOICE DATE","INVOICE DATE","","{X=1718,Y=214,Width=254,Height=41}","{X=1718,Y=214,Width=254,Height=41}","","~6/7/2011","~6/07/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711817-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~06_07_2011~$221.35~_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2585,Y=150,Width=234,Height=47}","{X=0,Y=0,Width=0,Height=0}","","INVOICE NUMBER","","","{X=2477,Y=191,Width=445,Height=48}","{X=0,Y=0,Width=0,Height=0}","","~7711817-000-000","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711817-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~06_07_2011~$221.35~_001.tif","Field Error","","Purchase Order","Purchase Order","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=310,Y=745,Width=234,Height=42}","{X=324,Y=748,Width=210,Height=20}","","Customer Order No","Customer Order No","ERROR EMPTY","{X=357,Y=781,Width=270,Height=42}","{X=284,Y=832,Width=194,Height=52}","DIFF","~DPWA11940084","~Freight PREPAID","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711817-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~06_07_2011~$221.35~_001.tif","Error template/document field mis-matched","ERROR","Total Due","Invoice Number","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2239,Y=2358,Width=213,Height=27}","{X=2262,Y=2356,Width=168,Height=21}","","Invoice Amount","Invoice Amount","DIFF","{X=2906,Y=2347,Width=135,Height=48}","{X=2917,Y=2352,Width=106,Height=31}","","~221.35","~221.35","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711833-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_07_2011~$32.30~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1695,Y=178,Width=170,Height=20}","{X=1695,Y=178,Width=170,Height=20}","","INVOICE DATE","INVOICE DATE","","{X=1721,Y=214,Width=253,Height=41}","{X=1721,Y=214,Width=253,Height=41}","","~6/7/2011","~6/07/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711833-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_07_2011~$32.30~_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2597,Y=156,Width=224,Height=32}","{X=0,Y=0,Width=0,Height=0}","","INVOICE NUMBER","","","{X=2472,Y=181,Width=463,Height=53}","{X=0,Y=0,Width=0,Height=0}","","~7711833-000-000","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711833-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_07_2011~$32.30~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=306,Y=741,Width=255,Height=43}","{X=0,Y=0,Width=0,Height=0}","","Customer Order No","","","{X=290,Y=778,Width=400,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11936015 REL 16","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711833-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_07_2011~$32.30~_001.tif","Error template/document field mis-matched","ERROR","Total Due","Invoice Number","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2255,Y=2343,Width=208,Height=53}","{X=2270,Y=2355,Width=170,Height=20}","DIFF","Invoice Amount","invoice Amount","DIFF","{X=2929,Y=2338,Width=120,Height=53}","{X=2947,Y=2347,Width=79,Height=31}","DIFF","~32.30","~32.31","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711834-000-000~PO# DPWA11936032~CONSOLIDATED PIPE & SUPPLY CO INC~09_08_2011~$788.24~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1718,Y=180,Width=171,Height=21}","{X=1714,Y=179,Width=170,Height=20}","","INVOICE DATE","INVOICE DATE","DIFF","{X=1743,Y=217,Width=254,Height=41}","{X=1739,Y=215,Width=254,Height=42}","","~9/8/2011","~9/08/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711834-000-000~PO# DPWA11936032~CONSOLIDATED PIPE & SUPPLY CO INC~09_08_2011~$788.24~_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2616,Y=153,Width=238,Height=48}","{X=0,Y=0,Width=0,Height=0}","","INVOICE NUMBER","","","{X=2495,Y=195,Width=459,Height=48}","{X=0,Y=0,Width=0,Height=0}","","~7711834-000-000","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711834-000-000~PO# DPWA11936032~CONSOLIDATED PIPE & SUPPLY CO INC~09_08_2011~$788.24~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=321,Y=742,Width=248,Height=38}","{X=0,Y=0,Width=0,Height=0}","","Customer Order No","","","{X=326,Y=779,Width=370,Height=43}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11936032 REL 3","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711834-000-000~PO# DPWA11936032~CONSOLIDATED PIPE & SUPPLY CO INC~09_08_2011~$788.24~_001.tif","Error template/document field mis-matched","ERROR","Total Due","Invoice Number","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2268,Y=2353,Width=207,Height=37}","{X=2287,Y=2355,Width=170,Height=20}","DIFF","Invoice Amount","invoice Amount","DIFF","{X=2926,Y=2347,Width=143,Height=49}","{X=2945,Y=2348,Width=101,Height=31}","DIFF","~788.24","~788.2<","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711856-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_10_2011~$96.41~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1694,Y=180,Width=169,Height=21}","{X=1689,Y=179,Width=169,Height=21}","","INVOICE DATE","INVOICE DATE","DIFF","{X=1719,Y=216,Width=253,Height=42}","{X=1714,Y=215,Width=253,Height=42}","","~6/10/2011","~6/10/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711856-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_10_2011~$96.41~_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2575,Y=155,Width=254,Height=37}","{X=2597,Y=159,Width=211,Height=22}","","INVOICE NUMBER","INVOICE NUMBER","DIFF","{X=2466,Y=186,Width=451,Height=58}","{X=2478,Y=202,Width=426,Height=31}","","~7711856-000-000","~7711856-000-000","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711856-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_10_2011~$96.41~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=305,Y=734,Width=234,Height=43}","{X=0,Y=0,Width=0,Height=0}","","Customer Order No","","","{X=295,Y=776,Width=389,Height=52}","{X=0,Y=0,Width=0,Height=0}","","~DPWA111936015 REL17","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711856-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_10_2011~$96.41~_001.tif","Error template/document field mis-matched","ERROR","Total Due","Customer Phone","DIFF","GeneralText","UnitedStatesPhoneNumber","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2229,Y=2347,Width=213,Height=48}","{X=2263,Y=2355,Width=167,Height=21}","DIFF","Invoice Amount","hvoice Amount","ERROR EMPTY","{X=2921,Y=2342,Width=110,Height=58}","{X=2632,Y=2329,Width=8,Height=66}","DIFF","~96.41","~l","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711861-000-000~PO# DPWA11936032~CONSOLIDATED PIPE & SUPPLY CO INC~09_08_2011~$788.24~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1720,Y=182,Width=170,Height=20}","{X=1715,Y=181,Width=170,Height=20}","","INVOICE DATE","INVOICE DATE","DIFF","{X=1746,Y=218,Width=255,Height=41}","{X=1741,Y=217,Width=255,Height=41}","","~9/8/2011","~9/08/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711861-000-000~PO# DPWA11936032~CONSOLIDATED PIPE & SUPPLY CO INC~09_08_2011~$788.24~_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2621,Y=163,Width=243,Height=27}","{X=0,Y=0,Width=0,Height=0}","","INVOICE NUMBER","","","{X=2500,Y=195,Width=459,Height=53}","{X=0,Y=0,Width=0,Height=0}","","~7711861-000-000","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711861-000-000~PO# DPWA11936032~CONSOLIDATED PIPE & SUPPLY CO INC~09_08_2011~$788.24~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=337,Y=737,Width=232,Height=38}","{X=0,Y=0,Width=0,Height=0}","","Customer Order No","","","{X=326,Y=779,Width=375,Height=48}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11936032 REL 4","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711861-000-000~PO# DPWA11936032~CONSOLIDATED PIPE & SUPPLY CO INC~09_08_2011~$788.24~_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2268,Y=2347,Width=201,Height=49}","{X=0,Y=0,Width=0,Height=0}","","Invoice Amount","","","{X=2942,Y=2353,Width=117,Height=48}","{X=0,Y=0,Width=0,Height=0}","","~788.24","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711915-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_13_2011~$70.04~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1698,Y=178,Width=170,Height=20}","{X=1698,Y=178,Width=170,Height=20}","","INVOICE DATE","INVOICE DATE","","{X=1722,Y=214,Width=255,Height=41}","{X=1722,Y=214,Width=255,Height=41}","","~6/13/2011","~6/13/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711915-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_13_2011~$70.04~_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2594,Y=155,Width=228,Height=38}","{X=0,Y=0,Width=0,Height=0}","","INVOICE NUMBER","","","{X=2485,Y=186,Width=436,Height=53}","{X=0,Y=0,Width=0,Height=0}","","~7711915-000-000","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711915-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_13_2011~$70.04~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=316,Y=745,Width=234,Height=27}","{X=0,Y=0,Width=0,Height=0}","","Customer Order No","","","{X=295,Y=777,Width=389,Height=47}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11936015 REL 18","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711915-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_13_2011~$70.04~_001.tif","Error template/document field mis-matched","ERROR","Total Due","Invoice Number","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=2257,Y=2345,Width=193,Height=43}","{X=2267,Y=2355,Width=169,Height=20}","DIFF","Invoice Amount","invoice Amount","DIFF","{X=2935,Y=2350,Width=110,Height=38}","{X=2943,Y=2350,Width=84,Height=30}","DIFF","~70.04","~70.02","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711933-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~06_23_2011~$164.34~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1696,Y=247,Width=162,Height=19}","{X=1696,Y=247,Width=162,Height=19}","","INVOICE DATE","INVOICE DATE","","{X=1720,Y=282,Width=245,Height=39}","{X=1720,Y=282,Width=245,Height=39}","","~6/23/2011","~6/23/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711933-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~06_23_2011~$164.34~_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2560,Y=221,Width=238,Height=32}","{X=0,Y=0,Width=0,Height=0}","","INVOICE NUMBER","","","{X=2444,Y=258,Width=448,Height=48}","{X=0,Y=0,Width=0,Height=0}","","~7711933-000-000","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711933-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~06_23_2011~$164.34~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=368,Y=783,Width=238,Height=43}","{X=0,Y=0,Width=0,Height=0}","","Customer Order No","","","{X=426,Y=820,Width=243,Height=48}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11940084","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711933-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~06_23_2011~$164.34~_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2224,Y=2313,Width=211,Height=43}","{X=0,Y=0,Width=0,Height=0}","","Invoice Amount","","","{X=2875,Y=2308,Width=133,Height=48}","{X=0,Y=0,Width=0,Height=0}","","~164.34","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711963-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_24_2011~$97.00~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1695,Y=157,Width=171,Height=21}","{X=1667,Y=151,Width=171,Height=25}","","INVOICE DATE","INVOICE DATE","DIFF","{X=1720,Y=194,Width=256,Height=42}","{X=1693,Y=188,Width=256,Height=44}","","~6/24/2011","~6/24/2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711963-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_24_2011~$97.00~_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2596,Y=129,Width=233,Height=48}","{X=0,Y=0,Width=0,Height=0}","","INVOICE NUMBER","","","{X=2472,Y=171,Width=456,Height=47}","{X=0,Y=0,Width=0,Height=0}","","~7711963-000-000","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711963-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_24_2011~$97.00~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=310,Y=724,Width=239,Height=37}","{X=0,Y=0,Width=0,Height=0}","","Customer Order No","","","{X=300,Y=760,Width=378,Height=48}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11936091 REL 19","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711963-000-000~PO# DPWA11936015~CONSOLIDATED PIPE & SUPPLY CO INC~06_24_2011~$97.00~_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2239,Y=2332,Width=203,Height=42}","{X=0,Y=0,Width=0,Height=0}","","Invoice Amount","","","{X=2916,Y=2327,Width=125,Height=47}","{X=0,Y=0,Width=0,Height=0}","","~97.00","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711999-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~07_06_2011~$102.60~_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2550,Y=221,Width=242,Height=43}","{X=0,Y=0,Width=0,Height=0}","","INVOICE NUMBER","","","{X=2444,Y=263,Width=443,Height=48}","{X=0,Y=0,Width=0,Height=0}","","~7711999-000-000","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711999-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~07_06_2011~$102.60~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=357,Y=783,Width=228,Height=33}","{X=0,Y=0,Width=0,Height=0}","","Customer Order No","","","{X=394,Y=815,Width=259,Height=43}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11940084","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711999-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~07_06_2011~$102.60~_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2213,Y=2313,Width=217,Height=38}","{X=0,Y=0,Width=0,Height=0}","","Invoice Amount","","","{X=2854,Y=2313,Width=128,Height=38}","{X=0,Y=0,Width=0,Height=0}","","~102.60","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711999-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~07_06_2011~$102.60~_2_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=2544,Y=226,Width=248,Height=33}","{X=0,Y=0,Width=0,Height=0}","","Invoice Number","","","{X=2423,Y=263,Width=464,Height=43}","{X=0,Y=0,Width=0,Height=0}","","~7711999-000-000","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\ConsolidatedPipe\Original\INV# 7711999-000-000~PO# DPWA11940084~CONSOLIDATED PIPE & SUPPLY CO INC~07_06_2011~$102.60~_2_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=342,Y=778,Width=258,Height=38}","{X=0,Y=0,Width=0,Height=0}","","Customer Order No","","","{X=400,Y=815,Width=253,Height=43}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11940084","~","Unvalidated"
